Date;airTemp;orp;ph;treatmentChlore;treatmentPh;waterTemp;
2022-07-14 00:00:00;19.460238;772.00006;7.1999998;;;21.893597
2022-07-14 00:15:00;19.229074;772.04205;7.1999998;;;21.593637
2022-07-14 00:30:00;18.995272;774.33337;7.1999998;;;21.295292
2022-07-14 00:45:00;18.663525;775.34375;7.1999998;;;20.997919
2022-07-14 01:00:00;18.464596;775.0202;7.1999998;;;20.796913
2022-07-14 01:15:00;18.298977;776.30322;7.1999998;;;20.496946
2022-07-14 01:30:00;18.097971;774;7.1999998;;;20.231447
2022-07-14 01:45:00;17.932035;773.66663;7.1999998;;;20.032049
2022-07-14 02:00:00;17.724649;774.49146;7.1978178;;;19.858288
2022-07-14 02:15:00;17.540869;774.51416;7.2021818;;;19.640585
2022-07-14 02:30:00;17.367495;774.00171;7.1999998;;;19.467508
2022-07-14 02:45:00;17.234081;774.32532;7.1999998;;;19.334087
2022-07-14 03:00:00;17.100758;774.66663;7.1999998;;;19.200764
2022-07-14 03:15:00;17.1;773.99994;7.1999998;;;19.101187
2022-07-14 03:30:00;17.1;774.01215;7.1999998;;;19.034529
2022-07-14 03:45:00;17.1;773.34552;7.1999998;;;18.934536
2022-07-14 04:00:00;16.93574;774.3335;7.1999998;;;18.834545
2022-07-14 04:15:00;16.866627;773.3479;7.1999998;;;18.734629
2022-07-14 04:30:00;16.802227;772.64362;7.1999998;;;18.602232
2022-07-14 04:45:00;16.702291;772.99994;7.1999998;;;18.886173
2022-07-14 05:00:00;16.893095;773.66675;7.1999998;;;20.232044
2022-07-14 05:15:00;17.288433;773.66675;7.1999998;;;21.310135
2022-07-14 05:30:00;17.751127;773.52979;7.1999998;;;22.306101
2022-07-14 05:45:00;18.569874;822.83679;7.04;;;23.139889
2022-07-14 06:00:00;19.279554;876.1684;6.8435984;;;23.915401
2022-07-14 06:15:00;20.162395;812.22137;7.1828399;;;27.340855
2022-07-14 06:30:00;21.328962;793.08026;7.1999998;;;27.759802
2022-07-14 06:45:00;22.297461;785.57672;7.1999998;;;27.925446
2022-07-14 07:00:00;23.256577;777.54309;7.1999998;;;28.124716
2022-07-14 07:15:00;24.201738;763.87769;7.1999998;;;28.262146
2022-07-14 07:30:00;24.706184;754.9848;7.1999998;;;28.3288
2022-07-14 07:45:00;25.239443;748.27338;7.1999998;;;28.462124
2022-07-14 08:00:00;25.990225;743.19128;7.1999998;;;28.595367
2022-07-14 08:15:00;26.891621;738.59424;7.1387978;;;28.723049
2022-07-14 08:30:00;27.539364;732.99854;7.0999999;;;28.8612
2022-07-14 08:45:00;28.071884;728.89252;7.0999999;;;28.994373
2022-07-14 09:00:00;28.444117;724.55963;7.0999999;;;29
2022-07-14 09:15:00;29.120764;718.74072;7.0999999;;;29.12167
2022-07-14 09:30:00;29.823648;714.24695;7.0999999;;;29.260462
2022-07-14 09:45:00;30.389212;709.31586;7.0999999;;;29.354013
2022-07-14 10:00:00;30.827002;703.99597;7.0999999;;;29.5266
2022-07-14 10:15:00;31.386181;704.13074;7.0999999;;;30.052801
2022-07-14 10:30:00;31.859491;706.79694;7.0999999;;;30.599548
2022-07-14 10:45:00;31.860357;708.59888;7.0999999;;;30.9198
2022-07-14 11:00:00;32.371025;709.5965;7.0999999;;;31.238871
2022-07-14 11:15:00;33.513908;710.92975;7.0999999;;;31.730841
2022-07-14 11:30:00;33.925491;711.33337;7.0999999;;;32.076714
2022-07-14 11:45:00;34.092155;711.58795;7.0999999;;;32.501923
2022-07-14 12:00:00;34.343082;713.01794;7.0999999;;;32.384758
2022-07-14 12:15:00;34.425461;700.89362;7.0999999;;;30.396322
